ar,kvartal,diagnoskapitel_kod,diagnoskapitel_text,lan_kod,lan_text,antal,andel,antal_kvinnor,andel_kvinnor,antal_man,andel_man
2015,1,C00-D48,Tumörer,18,Örebro län,302,4.94,199,4.91,103,5
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,18,Örebro län,..,..,11,0.27,..,..
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",18,Örebro län,77,1.26,51,1.26,26,1.26
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,18,Örebro län,2567,42,1849,45.6,718,34.9
2015,1,G00-G99,Sjukdomar i nervsystemet,18,Örebro län,202,3.3,139,3.43,63,3.06
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,18,Örebro län,..,..,14,0.35,..,..
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,18,Örebro län,43,0.7,30,0.74,13,0.63
2015,1,I00-I99,Cirkulationsorganens sjukdomar,18,Örebro län,201,3.29,74,1.83,127,6.17
2015,1,J00-J99,Andningsorganens sjukdomar,18,Örebro län,77,1.26,48,1.18,29,1.41
2015,1,K00-K93,Matsmältningsorganens sjukdomar,18,Örebro län,96,1.57,47,1.16,49,2.38
2015,1,L00-L99,Hudens och underhudens sjukdomar,18,Örebro län,..,..,28,0.69,..,..
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,18,Örebro län,1418,23.2,873,21.5,545,26.5
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,18,Örebro län,42,0.69,23,0.57,19,0.92
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",18,Örebro län,133,2.18,133,3.28,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,18,Örebro län,..,..,-,-,..,..
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",18,Örebro län,..,..,18,0.44,..,..
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",18,Örebro län,152,2.49,112,2.76,40,1.94
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",18,Örebro län,405,6.63,217,5.35,188,9.14
2015,1,U00-U99,Koder för särskilda ändamål,18,Örebro län,-,-,-,-,-,-
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,18,Örebro län,-,-,-,-,-,-
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,18,Örebro län,39,0.64,20,0.49,19,0.92
2015,1,-00--99,Saknas/Okänd,18,Örebro län,234,3.83,154,3.8,80,3.89
2015,1,Samtliga,Samtliga,19,Västmanlands län,5208,100,3399,100,1809,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,19,Västmanlands län,..,..,11,0.32,..,..
2015,1,C00-D48,Tumörer,19,Västmanlands län,254,4.88,154,4.53,100,5.53
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,19,Västmanlands län,..,..,..,..,..,..
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",19,Västmanlands län,48,0.92,32,0.94,16,0.88
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,19,Västmanlands län,2050,39.4,1493,43.9,557,30.8
2015,1,G00-G99,Sjukdomar i nervsystemet,19,Västmanlands län,173,3.32,109,3.21,64,3.54
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,19,Västmanlands län,..,..,..,..,..,..
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,19,Västmanlands län,..,..,..,..,..,..
2015,1,I00-I99,Cirkulationsorganens sjukdomar,19,Västmanlands län,197,3.78,82,2.41,115,6.36
2015,1,J00-J99,Andningsorganens sjukdomar,19,Västmanlands län,72,1.38,47,1.38,25,1.38
2015,1,K00-K93,Matsmältningsorganens sjukdomar,19,Västmanlands län,81,1.56,51,1.5,30,1.66
2015,1,L00-L99,Hudens och underhudens sjukdomar,19,Västmanlands län,..,..,13,0.38,..,..
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,19,Västmanlands län,1256,24.1,787,23.2,469,25.9
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,19,Västmanlands län,48,0.92,19,0.56,29,1.6
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",19,Västmanlands län,79,1.52,79,2.32,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,19,Västmanlands län,-,-,-,-,-,-
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",19,Västmanlands län,11,0.21,11,0.32,-,-
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",19,Västmanlands län,183,3.51,134,3.94,49,2.71
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",19,Västmanlands län,367,7.05,190,5.59,177,9.78
2015,1,U00-U99,Koder för särskilda ändamål,19,Västmanlands län,-,-,-,-,-,-
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,19,Västmanlands län,..,..,-,-,..,..
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,19,Västmanlands län,55,1.06,40,1.18,15,0.83
2015,1,-00--99,Saknas/Okänd,19,Västmanlands län,261,5.01,127,3.74,134,7.41
2015,1,Samtliga,Samtliga,20,Dalarnas län,5636,100,3728,100,1908,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,20,Dalarnas län,..,..,..,..,..,..
2015,1,C00-D48,Tumörer,20,Dalarnas län,285,5.06,184,4.94,101,5.29
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,20,Dalarnas län,..,..,..,..,..,..
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",20,Dalarnas län,55,0.98,33,0.89,22,1.15
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,20,Dalarnas län,2543,45.1,1840,49.4,703,36.8
2015,1,G00-G99,Sjukdomar i nervsystemet,20,Dalarnas län,236,4.19,140,3.76,96,5.03
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,20,Dalarnas län,..,..,..,..,..,..
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,20,Dalarnas län,32,0.57,20,0.54,12,0.63
2015,1,I00-I99,Cirkulationsorganens sjukdomar,20,Dalarnas län,213,3.78,89,2.39,124,6.5
2015,1,J00-J99,Andningsorganens sjukdomar,20,Dalarnas län,59,1.05,36,0.97,23,1.21
2015,1,K00-K93,Matsmältningsorganens sjukdomar,20,Dalarnas län,71,1.26,40,1.07,31,1.62
2015,1,L00-L99,Hudens och underhudens sjukdomar,20,Dalarnas län,23,0.41,12,0.32,11,0.58
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,20,Dalarnas län,1230,21.8,759,20.4,471,24.7
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,20,Dalarnas län,36,0.64,26,0.7,10,0.52
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",20,Dalarnas län,94,1.67,94,2.52,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,20,Dalarnas län,-,-,-,-,-,-
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",20,Dalarnas län,..,..,20,0.54,..,..
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",20,Dalarnas län,144,2.56,107,2.87,37,1.94
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",20,Dalarnas län,338,6,176,4.72,162,8.49
2015,1,U00-U99,Koder för särskilda ändamål,20,Dalarnas län,..,..,-,-,..,..
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,20,Dalarnas län,..,..,..,..,-,-
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,20,Dalarnas län,59,1.05,35,0.94,24,1.26
2015,1,-00--99,Saknas/Okänd,20,Dalarnas län,155,2.75,99,2.66,56,2.94
2015,1,Samtliga,Samtliga,21,Gävleborgs län,5439,100,3513,100,1926,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,21,Gävleborgs län,..,..,10,0.28,..,..
2015,1,C00-D48,Tumörer,21,Gävleborgs län,298,5.48,182,5.18,116,6.02
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,21,Gävleborgs län,..,..,12,0.34,..,..
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",21,Gävleborgs län,42,0.77,29,0.83,13,0.67
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,21,Gävleborgs län,2161,39.7,1534,43.7,627,32.6
2015,1,G00-G99,Sjukdomar i nervsystemet,21,Gävleborgs län,168,3.09,112,3.19,56,2.91
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,21,Gävleborgs län,..,..,..,..,10,0.52
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,21,Gävleborgs län,..,..,12,0.34,..,..
2015,1,I00-I99,Cirkulationsorganens sjukdomar,21,Gävleborgs län,226,4.16,88,2.5,138,7.17
2015,1,J00-J99,Andningsorganens sjukdomar,21,Gävleborgs län,69,1.27,44,1.25,25,1.3
2015,1,K00-K93,Matsmältningsorganens sjukdomar,21,Gävleborgs län,77,1.42,52,1.48,25,1.3
2015,1,L00-L99,Hudens och underhudens sjukdomar,21,Gävleborgs län,36,0.66,21,0.6,15,0.78
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,21,Gävleborgs län,1226,22.5,715,20.4,511,26.5
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,21,Gävleborgs län,39,0.72,20,0.57,19,0.99
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",21,Gävleborgs län,79,1.45,79,2.25,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,21,Gävleborgs län,..,..,-,-,..,..
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",21,Gävleborgs län,..,..,13,0.37,..,..
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",21,Gävleborgs län,199,3.66,147,4.18,52,2.7
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",21,Gävleborgs län,372,6.84,206,5.86,166,8.62
2015,1,U00-U99,Koder för särskilda ändamål,21,Gävleborgs län,..,..,..,..,-,-
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,21,Gävleborgs län,-,-,-,-,-,-
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,21,Gävleborgs län,68,1.25,48,1.37,20,1.04
2015,1,-00--99,Saknas/Okänd,21,Gävleborgs län,290,5.33,178,5.07,112,5.82
2015,1,Samtliga,Samtliga,22,Västernorrlands län,5596,100,3764,100,1832,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,22,Västernorrlands län,..,..,14,0.37,..,..
2015,1,C00-D48,Tumörer,22,Västernorrlands län,282,5.04,178,4.73,104,5.68
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,22,Västernorrlands län,..,..,14,0.37,..,..
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",22,Västernorrlands län,45,0.8,26,0.69,19,1.04
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,22,Västernorrlands län,2215,39.6,1661,44.1,554,30.2
2015,1,G00-G99,Sjukdomar i nervsystemet,22,Västernorrlands län,152,2.72,100,2.66,52,2.84
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,22,Västernorrlands län,30,0.54,14,0.37,16,0.87
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,22,Västernorrlands län,34,0.61,19,0.5,15,0.82
2015,1,I00-I99,Cirkulationsorganens sjukdomar,22,Västernorrlands län,225,4.02,100,2.66,125,6.82
2015,1,J00-J99,Andningsorganens sjukdomar,22,Västernorrlands län,77,1.38,47,1.25,30,1.64
2015,1,K00-K93,Matsmältningsorganens sjukdomar,22,Västernorrlands län,77,1.38,47,1.25,30,1.64
2015,1,L00-L99,Hudens och underhudens sjukdomar,22,Västernorrlands län,35,0.63,23,0.61,12,0.66
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,22,Västernorrlands län,1473,26.3,947,25.2,526,28.7
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,22,Västernorrlands län,52,0.93,25,0.66,27,1.47
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",22,Västernorrlands län,80,1.43,80,2.13,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,22,Västernorrlands län,-,-,-,-,-,-
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",22,Västernorrlands län,..,..,18,0.48,..,..
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",22,Västernorrlands län,118,2.11,87,2.31,31,1.69
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",22,Västernorrlands län,394,7.04,210,5.58,184,10
2015,1,U00-U99,Koder för särskilda ändamål,22,Västernorrlands län,-,-,-,-,-,-
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,22,Västernorrlands län,-,-,-,-,-,-
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,22,Västernorrlands län,60,1.07,33,0.88,27,1.47
2015,1,-00--99,Saknas/Okänd,22,Västernorrlands län,189,3.38,121,3.21,68,3.71
2015,1,Samtliga,Samtliga,23,Jämtlands län,3223,100,2151,100,1072,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,23,Jämtlands län,..,..,10,0.46,..,..
2015,1,C00-D48,Tumörer,23,Jämtlands län,174,5.4,116,5.39,58,5.41
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,23,Jämtlands län,..,..,..,..,..,..
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",23,Jämtlands län,27,0.84,13,0.6,14,1.31
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,23,Jämtlands län,1193,37,879,40.9,314,29.3
2015,1,G00-G99,Sjukdomar i nervsystemet,23,Jämtlands län,107,3.32,70,3.25,37,3.45
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,23,Jämtlands län,..,..,..,..,..,..
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,23,Jämtlands län,..,..,..,..,..,..
2015,1,I00-I99,Cirkulationsorganens sjukdomar,23,Jämtlands län,110,3.41,44,2.05,66,6.16
2015,1,J00-J99,Andningsorganens sjukdomar,23,Jämtlands län,36,1.12,26,1.21,10,0.93
2015,1,K00-K93,Matsmältningsorganens sjukdomar,23,Jämtlands län,45,1.4,28,1.3,17,1.59
2015,1,L00-L99,Hudens och underhudens sjukdomar,23,Jämtlands län,..,..,..,..,10,0.93
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,23,Jämtlands län,811,25.2,511,23.8,300,28
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,23,Jämtlands län,34,1.05,24,1.12,10,0.93
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",23,Jämtlands län,50,1.55,50,2.32,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,23,Jämtlands län,-,-,-,-,-,-
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",23,Jämtlands län,..,..,..,..,..,..
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",23,Jämtlands län,68,2.11,46,2.14,22,2.05
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",23,Jämtlands län,250,7.76,121,5.63,129,12
2015,1,U00-U99,Koder för särskilda ändamål,23,Jämtlands län,-,-,-,-,-,-
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,23,Jämtlands län,-,-,-,-,-,-
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,23,Jämtlands län,41,1.27,26,1.21,15,1.4
2015,1,-00--99,Saknas/Okänd,23,Jämtlands län,208,6.45,153,7.11,55,5.13
2015,1,Samtliga,Samtliga,24,Västerbottens län,5903,100,3948,100,1955,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,24,Västerbottens län,..,..,13,0.33,..,..
2015,1,C00-D48,Tumörer,24,Västerbottens län,269,4.56,179,4.53,90,4.6
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,24,Västerbottens län,..,..,12,0.3,..,..
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",24,Västerbottens län,47,0.8,35,0.89,12,0.61
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,24,Västerbottens län,2363,40,1724,43.7,639,32.7
2015,1,G00-G99,Sjukdomar i nervsystemet,24,Västerbottens län,188,3.18,125,3.17,63,3.22
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,24,Västerbottens län,..,..,..,..,..,..
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,24,Västerbottens län,..,..,28,0.71,..,..
2015,1,I00-I99,Cirkulationsorganens sjukdomar,24,Västerbottens län,230,3.9,100,2.53,130,6.65
2015,1,J00-J99,Andningsorganens sjukdomar,24,Västerbottens län,57,0.97,36,0.91,21,1.07
2015,1,K00-K93,Matsmältningsorganens sjukdomar,24,Västerbottens län,82,1.39,46,1.17,36,1.84
2015,1,L00-L99,Hudens och underhudens sjukdomar,24,Västerbottens län,..,..,16,0.41,..,..
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,24,Västerbottens län,1315,22.3,825,20.9,490,25.1
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,24,Västerbottens län,54,0.91,29,0.73,25,1.28
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",24,Västerbottens län,122,2.07,122,3.09,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,24,Västerbottens län,..,..,..,..,-,-
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",24,Västerbottens län,..,..,22,0.56,..,..
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",24,Västerbottens län,175,2.96,118,2.99,57,2.92
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",24,Västerbottens län,407,6.89,216,5.47,191,9.77
2015,1,U00-U99,Koder för särskilda ändamål,24,Västerbottens län,-,-,-,-,-,-
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,24,Västerbottens län,..,..,-,-,..,..
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,24,Västerbottens län,54,0.91,22,0.56,32,1.64
2015,1,-00--99,Saknas/Okänd,24,Västerbottens län,397,6.73,268,6.79,129,6.6
2015,1,Samtliga,Samtliga,25,Norrbottens län,4716,100,3165,100,1551,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,25,Norrbottens län,..,..,14,0.44,..,..
2015,1,C00-D48,Tumörer,25,Norrbottens län,238,5.05,150,4.74,88,5.67
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,25,Norrbottens län,..,..,11,0.35,..,..
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",25,Norrbottens län,46,0.98,34,1.07,12,0.77
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,25,Norrbottens län,1705,36.2,1268,40.1,437,28.2
2015,1,G00-G99,Sjukdomar i nervsystemet,25,Norrbottens län,173,3.67,110,3.48,63,4.06
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,25,Norrbottens län,..,..,..,..,10,0.64
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,25,Norrbottens län,..,..,10,0.32,..,..
2015,1,I00-I99,Cirkulationsorganens sjukdomar,25,Norrbottens län,209,4.43,101,3.19,108,6.96
2015,1,J00-J99,Andningsorganens sjukdomar,25,Norrbottens län,63,1.34,42,1.33,21,1.35
2015,1,K00-K93,Matsmältningsorganens sjukdomar,25,Norrbottens län,75,1.59,50,1.58,25,1.61
2015,1,L00-L99,Hudens och underhudens sjukdomar,25,Norrbottens län,41,0.87,28,0.88,13,0.84
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,25,Norrbottens län,1253,26.6,813,25.7,440,28.4
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,25,Norrbottens län,56,1.19,35,1.11,21,1.35
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",25,Norrbottens län,77,1.63,77,2.43,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,25,Norrbottens län,..,..,-,-,..,..
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",25,Norrbottens län,..,..,..,..,..,..
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",25,Norrbottens län,162,3.44,118,3.73,44,2.84
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",25,Norrbottens län,362,7.68,172,5.43,190,12.3
2015,1,U00-U99,Koder för särskilda ändamål,25,Norrbottens län,-,-,-,-,-,-
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,25,Norrbottens län,-,-,-,-,-,-
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,25,Norrbottens län,48,1.02,25,0.79,23,1.48
2015,1,-00--99,Saknas/Okänd,25,Norrbottens län,133,2.82,95,3,38,2.45
2015,1,Samtliga,Samtliga,SA,Saknas/Felaktigt,55,100,21,100,34,100
2015,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,SA,Saknas/Felaktigt,..,..,..,..,-,-
2015,1,C00-D48,Tumörer,SA,Saknas/Felaktigt,..,..,..,..,..,..
2015,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,SA,Saknas/Felaktigt,..,..,..,..,..,..
2015,1,G00-G99,Sjukdomar i nervsystemet,SA,Saknas/Felaktigt,..,..,..,..,..,..
2015,1,H00-H59,Sjukdomar i ögat och närliggande organ,SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,H60-H95,Sjukdomar i örat och mastoidutskottet,SA,Saknas/Felaktigt,..,..,..,..,-,-
2015,1,I00-I99,Cirkulationsorganens sjukdomar,SA,Saknas/Felaktigt,..,..,..,..,..,..
2015,1,J00-J99,Andningsorganens sjukdomar,SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,K00-K93,Matsmältningsorganens sjukdomar,SA,Saknas/Felaktigt,..,..,-,-,..,..
2015,1,L00-L99,Hudens och underhudens sjukdomar,SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,SA,Saknas/Felaktigt,..,..,..,..,..,..
2015,1,N00-N99,Sjukdomar i urin- och könsorganen,SA,Saknas/Felaktigt,..,..,-,-,..,..
2015,1,O00-O99,"Graviditet, förlossning och barnsängstid",SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,P00-P96,Vissa perinatala tillstånd,SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",SA,Saknas/Felaktigt,..,..,..,..,..,..
2015,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",SA,Saknas/Felaktigt,..,..,..,..,..,..
2015,1,U00-U99,Koder för särskilda ändamål,SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,V01-Y98,Yttre orsaker till sjukdom och död,SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,SA,Saknas/Felaktigt,-,-,-,-,-,-
2015,1,-00--99,Saknas/Okänd,SA,Saknas/Felaktigt,..,..,..,..,..,..
2015,2,Samtliga,Samtliga,01,Stockholms län,37244,100,24732,100,12512,100
2015,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,01,Stockholms län,181,0.49,114,0.46,67,0.54
2015,2,C00-D48,Tumörer,01,Stockholms län,2093,5.62,1348,5.45,745,5.95
2015,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,01,Stockholms län,87,0.23,64,0.26,23,0.18
2015,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",01,Stockholms län,291,0.78,204,0.82,87,0.7
2015,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,01,Stockholms län,16306,43.8,11547,46.7,4759,38
2015,2,G00-G99,Sjukdomar i nervsystemet,01,Stockholms län,1316,3.53,877,3.55,439,3.51
2015,2,H00-H59,Sjukdomar i ögat och närliggande organ,01,Stockholms län,126,0.34,62,0.25,64,0.51
2015,2,H60-H95,Sjukdomar i örat och mastoidutskottet,01,Stockholms län,181,0.49,118,0.48,63,0.5
2015,2,I00-I99,Cirkulationsorganens sjukdomar,01,Stockholms län,1181,3.17,476,1.92,705,5.63
2015,2,J00-J99,Andningsorganens sjukdomar,01,Stockholms län,384,1.03,257,1.04,127,1.02
2015,2,K00-K93,Matsmältningsorganens sjukdomar,01,Stockholms län,527,1.41,304,1.23,223,1.78
2015,2,L00-L99,Hudens och underhudens sjukdomar,01,Stockholms län,178,0.48,106,0.43,72,0.58
2015,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,01,Stockholms län,6559,17.6,3959,16,2600,20.8
2015,2,N00-N99,Sjukdomar i urin- och könsorganen,01,Stockholms län,278,0.75,171,0.69,107,0.86
2015,2,O00-O99,"Graviditet, förlossning och barnsängstid",01,Stockholms län,1379,3.7,1379,5.58,-,-
2015,2,P00-P96,Vissa perinatala tillstånd,01,Stockholms län,..,..,..,..,-,-
2015,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",01,Stockholms län,..,..,61,0.25,..,..
2015,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",01,Stockholms län,1025,2.75,743,3,282,2.25
2015,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",01,Stockholms län,2027,5.44,917,3.71,1110,8.87
2015,2,U00-U99,Koder för särskilda ändamål,01,Stockholms län,..,..,-,-,..,..
2015,2,V01-Y98,Yttre orsaker till sjukdom och död,01,Stockholms län,..,..,..,..,-,-
